Scenario,Preprocessing,PreprocessingCode,Modality,ActualGroup,PredictedGroup,ConfusionCount,ConfusionRate,WithinActualRate,UniqueSamplesAffected,IsError
SNV | 308 nm,SNV,snv,308 nm,G10,G4,15,0.01875,0.375,2,True
SNV | 308 nm,SNV,snv,308 nm,G3,G5,15,0.01875,0.1875,3,True
SNV | 308 nm,SNV,snv,308 nm,G5,G6,15,0.01875,0.1875,3,True
SNV | 308 nm,SNV,snv,308 nm,G3,G6,13,0.01625,0.1625,3,True
SNV | 308 nm,SNV,snv,308 nm,G5,G3,13,0.01625,0.1625,2,True
SNV | 308 nm,SNV,snv,308 nm,G4,G3,12,0.015,0.08571428571428572,2,True
SNV | 308 nm,SNV,snv,308 nm,G2,G7,11,0.01375,0.11,1,True
SNV | 308 nm,SNV,snv,308 nm,G2,G5,10,0.0125,0.1,4,True
SNV | 308 nm,SNV,snv,308 nm,G2,G3,9,0.01125,0.09,3,True
SNV | 308 nm,SNV,snv,308 nm,G6,G3,9,0.01125,0.05625,3,True
SNV | 308 nm,SNV,snv,308 nm,G7,G9,9,0.01125,0.225,1,True
SNV | 308 nm,SNV,snv,308 nm,G8,G7,9,0.01125,0.225,1,True
SNV | 308 nm,SNV,snv,308 nm,G1,G9,7,0.00875,0.175,1,True
SNV | 308 nm,SNV,snv,308 nm,G11,G4,7,0.00875,0.175,2,True
SNV | 308 nm,SNV,snv,308 nm,G4,G5,7,0.00875,0.05,2,True
SNV | 308 nm,SNV,snv,308 nm,G10,G6,6,0.0075,0.15,1,True
SNV | 308 nm,SNV,snv,308 nm,G7,G2,6,0.0075,0.15,2,True
SNV | 308 nm,SNV,snv,308 nm,G8,G9,6,0.0075,0.15,1,True
SNV | 308 nm,SNV,snv,308 nm,G9,G7,6,0.0075,0.15,2,True
SNV | 308 nm,SNV,snv,308 nm,G1,G7,5,0.00625,0.125,1,True
SNV | 308 nm,SNV,snv,308 nm,G11,G6,4,0.005,0.1,1,True
SNV | 308 nm,SNV,snv,308 nm,G1,G2,3,0.00375,0.075,1,True
SNV | 308 nm,SNV,snv,308 nm,G6,G5,3,0.00375,0.01875,3,True
SNV | 308 nm,SNV,snv,308 nm,G8,G6,2,0.0025,0.05,1,True
SNV | 308 nm,SNV,snv,308 nm,G1,G5,1,0.00125,0.025,1,True
SNV | 308 nm,SNV,snv,308 nm,G1,G6,1,0.00125,0.025,1,True
SNV | 308 nm,SNV,snv,308 nm,G1,G8,1,0.00125,0.025,1,True
SNV | 308 nm,SNV,snv,308 nm,G11,G3,1,0.00125,0.025,1,True
SNV | 308 nm,SNV,snv,308 nm,G2,G8,1,0.00125,0.01,1,True
SNV | 308 nm,SNV,snv,308 nm,G4,G8,1,0.00125,0.007142857142857143,1,True
SNV | 308 nm,SNV,snv,308 nm,G5,G9,1,0.00125,0.0125,1,True
SNV | 308 nm,SNV,snv,308 nm,G6,G7,1,0.00125,0.00625,1,True
SNV | 308 nm,SNV,snv,308 nm,G6,G9,1,0.00125,0.00625,1,True
SNV | 308 nm,SNV,snv,308 nm,G7,G6,1,0.00125,0.025,1,True
SNV | 308 nm,SNV,snv,308 nm,G9,G4,1,0.00125,0.025,1,True
SNV | 308 nm,SNV,snv,308 nm,G4,G4,81,0.10125,0.5785714285714286,6,False
SNV | 308 nm,SNV,snv,308 nm,G6,G6,51,0.06375,0.31875,6,False
SNV | 308 nm,SNV,snv,308 nm,G9,G9,33,0.04125,0.825,2,False
SNV | 308 nm,SNV,snv,308 nm,G2,G2,27,0.03375,0.27,4,False
SNV | 308 nm,SNV,snv,308 nm,G7,G7,24,0.03,0.6,2,False
SNV | 308 nm,SNV,snv,308 nm,G3,G3,9,0.01125,0.1125,2,False
SNV | 440 nm,SNV,snv,440 nm,G2,G4,46,0.0575,0.46,5,True
SNV | 440 nm,SNV,snv,440 nm,G3,G6,40,0.05,0.5,4,True
SNV | 440 nm,SNV,snv,440 nm,G5,G6,33,0.04125,0.4125,3,True
SNV | 440 nm,SNV,snv,440 nm,G2,G6,31,0.03875,0.31,4,True
SNV | 440 nm,SNV,snv,440 nm,G4,G2,28,0.035,0.2,6,True
SNV | 440 nm,SNV,snv,440 nm,G5,G4,28,0.035,0.35,3,True
SNV | 440 nm,SNV,snv,440 nm,G4,G6,26,0.0325,0.18571428571428572,6,True
SNV | 440 nm,SNV,snv,440 nm,G6,G4,25,0.03125,0.15625,7,True
SNV | 440 nm,SNV,snv,440 nm,G8,G4,20,0.025,0.5,2,True
SNV | 440 nm,SNV,snv,440 nm,G3,G4,19,0.02375,0.2375,3,True
SNV | 440 nm,SNV,snv,440 nm,G4,G8,19,0.02375,0.1357142857142857,3,True
SNV | 440 nm,SNV,snv,440 nm,G7,G6,18,0.0225,0.45,2,True
SNV | 440 nm,SNV,snv,440 nm,G8,G6,17,0.02125,0.425,2,True
SNV | 440 nm,SNV,snv,440 nm,G1,G4,16,0.02,0.4,2,True
SNV | 440 nm,SNV,snv,440 nm,G10,G4,16,0.02,0.4,1,True
SNV | 440 nm,SNV,snv,440 nm,G11,G2,16,0.02,0.4,2,True
SNV | 440 nm,SNV,snv,440 nm,G6,G2,16,0.02,0.1,5,True
SNV | 440 nm,SNV,snv,440 nm,G10,G6,14,0.0175,0.35,2,True
SNV | 440 nm,SNV,snv,440 nm,G5,G2,13,0.01625,0.1625,3,True
SNV | 440 nm,SNV,snv,440 nm,G9,G1,13,0.01625,0.325,2,True
SNV | 440 nm,SNV,snv,440 nm,G6,G5,11,0.01375,0.06875,5,True
SNV | 440 nm,SNV,snv,440 nm,G10,G2,10,0.0125,0.25,2,True
SNV | 440 nm,SNV,snv,440 nm,G3,G2,10,0.0125,0.125,3,True
SNV | 440 nm,SNV,snv,440 nm,G1,G6,9,0.01125,0.225,1,True
SNV | 440 nm,SNV,snv,440 nm,G11,G4,9,0.01125,0.225,2,True
SNV | 440 nm,SNV,snv,440 nm,G11,G6,8,0.01,0.2,2,True
SNV | 440 nm,SNV,snv,440 nm,G4,G5,8,0.01,0.05714285714285714,5,True
SNV | 440 nm,SNV,snv,440 nm,G6,G3,8,0.01,0.05,3,True
SNV | 440 nm,SNV,snv,440 nm,G7,G3,7,0.00875,0.175,2,True
SNV | 440 nm,SNV,snv,440 nm,G1,G5,6,0.0075,0.15,2,True
SNV | 440 nm,SNV,snv,440 nm,G2,G3,6,0.0075,0.06,3,True
SNV | 440 nm,SNV,snv,440 nm,G4,G9,6,0.0075,0.04285714285714286,1,True
SNV | 440 nm,SNV,snv,440 nm,G7,G2,6,0.0075,0.15,1,True
SNV | 440 nm,SNV,snv,440 nm,G3,G8,5,0.00625,0.0625,2,True
SNV | 440 nm,SNV,snv,440 nm,G6,G1,5,0.00625,0.03125,3,True
SNV | 440 nm,SNV,snv,440 nm,G7,G1,5,0.00625,0.125,1,True
SNV | 440 nm,SNV,snv,440 nm,G9,G4,5,0.00625,0.125,2,True
SNV | 440 nm,SNV,snv,440 nm,G9,G6,5,0.00625,0.125,2,True
SNV | 440 nm,SNV,snv,440 nm,G1,G9,4,0.005,0.1,1,True
SNV | 440 nm,SNV,snv,440 nm,G11,G5,4,0.005,0.1,2,True
SNV | 440 nm,SNV,snv,440 nm,G3,G5,4,0.005,0.05,3,True
SNV | 440 nm,SNV,snv,440 nm,G4,G1,4,0.005,0.02857142857142857,4,True
SNV | 440 nm,SNV,snv,440 nm,G9,G2,4,0.005,0.1,2,True
SNV | 440 nm,SNV,snv,440 nm,G9,G5,4,0.005,0.1,1,True
SNV | 440 nm,SNV,snv,440 nm,G1,G2,3,0.00375,0.075,1,True
SNV | 440 nm,SNV,snv,440 nm,G11,G3,3,0.00375,0.075,2,True
SNV | 440 nm,SNV,snv,440 nm,G4,G3,3,0.00375,0.02142857142857143,1,True
SNV | 440 nm,SNV,snv,440 nm,G5,G1,3,0.00375,0.0375,2,True
SNV | 440 nm,SNV,snv,440 nm,G6,G9,3,0.00375,0.01875,1,True
SNV | 440 nm,SNV,snv,440 nm,G7,G9,3,0.00375,0.075,2,True
SNV | 440 nm,SNV,snv,440 nm,G8,G3,3,0.00375,0.075,1,True
SNV | 440 nm,SNV,snv,440 nm,G1,G3,2,0.0025,0.05,1,True
SNV | 440 nm,SNV,snv,440 nm,G2,G5,2,0.0025,0.02,1,True
SNV | 440 nm,SNV,snv,440 nm,G3,G9,2,0.0025,0.025,1,True
SNV | 440 nm,SNV,snv,440 nm,G5,G3,2,0.0025,0.025,1,True
SNV | 440 nm,SNV,snv,440 nm,G2,G1,1,0.00125,0.01,1,True
SNV | 440 nm,SNV,snv,440 nm,G2,G9,1,0.00125,0.01,1,True
SNV | 440 nm,SNV,snv,440 nm,G6,G7,1,0.00125,0.00625,1,True
SNV | 440 nm,SNV,snv,440 nm,G6,G8,1,0.00125,0.00625,1,True
SNV | 440 nm,SNV,snv,440 nm,G9,G3,1,0.00125,0.025,1,True
SNV | 440 nm,SNV,snv,440 nm,G6,G6,90,0.1125,0.5625,8,False
SNV | 440 nm,SNV,snv,440 nm,G4,G4,46,0.0575,0.32857142857142857,7,False
SNV | 440 nm,SNV,snv,440 nm,G2,G2,13,0.01625,0.13,3,False
SNV | 440 nm,SNV,snv,440 nm,G9,G9,8,0.01,0.2,2,False
SNV | 440 nm,SNV,snv,440 nm,G5,G5,1,0.00125,0.0125,1,False
SNV | 440 nm,SNV,snv,440 nm,G7,G7,1,0.00125,0.025,1,False
SNV | Combined,SNV,snv,Combined,G2,G6,31,0.03875,0.31,4,True
SNV | Combined,SNV,snv,Combined,G5,G4,30,0.0375,0.375,3,True
SNV | Combined,SNV,snv,Combined,G6,G4,30,0.0375,0.1875,4,True
SNV | Combined,SNV,snv,Combined,G4,G6,26,0.0325,0.18571428571428572,5,True
SNV | Combined,SNV,snv,Combined,G3,G6,24,0.03,0.3,4,True
SNV | Combined,SNV,snv,Combined,G1,G4,23,0.02875,0.575,2,True
SNV | Combined,SNV,snv,Combined,G6,G2,23,0.02875,0.14375,6,True
SNV | Combined,SNV,snv,Combined,G11,G2,19,0.02375,0.475,2,True
SNV | Combined,SNV,snv,Combined,G3,G4,19,0.02375,0.2375,2,True
SNV | Combined,SNV,snv,Combined,G5,G2,19,0.02375,0.2375,4,True
SNV | Combined,SNV,snv,Combined,G3,G5,17,0.02125,0.2125,3,True
SNV | Combined,SNV,snv,Combined,G5,G6,17,0.02125,0.2125,3,True
SNV | Combined,SNV,snv,Combined,G8,G4,17,0.02125,0.425,1,True
SNV | Combined,SNV,snv,Combined,G7,G9,16,0.02,0.4,1,True
SNV | Combined,SNV,snv,Combined,G10,G2,15,0.01875,0.375,2,True
SNV | Combined,SNV,snv,Combined,G10,G6,15,0.01875,0.375,2,True
SNV | Combined,SNV,snv,Combined,G3,G2,15,0.01875,0.1875,3,True
SNV | Combined,SNV,snv,Combined,G11,G4,13,0.01625,0.325,2,True
SNV | Combined,SNV,snv,Combined,G2,G4,13,0.01625,0.13,2,True
SNV | Combined,SNV,snv,Combined,G5,G3,13,0.01625,0.1625,2,True
SNV | Combined,SNV,snv,Combined,G6,G3,11,0.01375,0.06875,4,True
SNV | Combined,SNV,snv,Combined,G10,G4,10,0.0125,0.25,1,True
SNV | Combined,SNV,snv,Combined,G2,G3,10,0.0125,0.1,2,True
SNV | Combined,SNV,snv,Combined,G2,G5,10,0.0125,0.1,3,True
SNV | Combined,SNV,snv,Combined,G2,G7,10,0.0125,0.1,1,True
SNV | Combined,SNV,snv,Combined,G6,G5,10,0.0125,0.0625,5,True
SNV | Combined,SNV,snv,Combined,G9,G7,10,0.0125,0.25,2,True
SNV | Combined,SNV,snv,Combined,G1,G9,9,0.01125,0.225,1,True
SNV | Combined,SNV,snv,Combined,G8,G9,8,0.01,0.2,1,True
SNV | Combined,SNV,snv,Combined,G8,G6,7,0.00875,0.175,2,True
SNV | Combined,SNV,snv,Combined,G4,G3,6,0.0075,0.04285714285714286,1,True
SNV | Combined,SNV,snv,Combined,G4,G5,6,0.0075,0.04285714285714286,4,True
SNV | Combined,SNV,snv,Combined,G8,G7,6,0.0075,0.15,1,True
SNV | Combined,SNV,snv,Combined,G7,G2,5,0.00625,0.125,2,True
SNV | Combined,SNV,snv,Combined,G7,G6,5,0.00625,0.125,2,True
SNV | Combined,SNV,snv,Combined,G9,G1,5,0.00625,0.125,2,True
SNV | Combined,SNV,snv,Combined,G1,G6,4,0.005,0.1,1,True
SNV | Combined,SNV,snv,Combined,G11,G6,4,0.005,0.1,2,True
SNV | Combined,SNV,snv,Combined,G2,G9,4,0.005,0.04,1,True
SNV | Combined,SNV,snv,Combined,G1,G7,3,0.00375,0.075,1,True
SNV | Combined,SNV,snv,Combined,G4,G2,3,0.00375,0.02142857142857143,2,True
SNV | Combined,SNV,snv,Combined,G9,G2,3,0.00375,0.075,1,True
SNV | Combined,SNV,snv,Combined,G11,G3,2,0.0025,0.05,1,True
SNV | Combined,SNV,snv,Combined,G11,G5,2,0.0025,0.05,1,True
SNV | Combined,SNV,snv,Combined,G2,G11,2,0.0025,0.02,2,True
SNV | Combined,SNV,snv,Combined,G8,G1,2,0.0025,0.05,1,True
SNV | Combined,SNV,snv,Combined,G1,G5,1,0.00125,0.025,1,True
SNV | Combined,SNV,snv,Combined,G2,G1,1,0.00125,0.01,1,True
SNV | Combined,SNV,snv,Combined,G4,G8,1,0.00125,0.007142857142857143,1,True
SNV | Combined,SNV,snv,Combined,G4,G9,1,0.00125,0.007142857142857143,1,True
SNV | Combined,SNV,snv,Combined,G6,G1,1,0.00125,0.00625,1,True
SNV | Combined,SNV,snv,Combined,G6,G9,1,0.00125,0.00625,1,True
SNV | Combined,SNV,snv,Combined,G7,G1,1,0.00125,0.025,1,True
SNV | Combined,SNV,snv,Combined,G9,G4,1,0.00125,0.025,1,True
SNV | Combined,SNV,snv,Combined,G9,G5,1,0.00125,0.025,1,True
SNV | Combined,SNV,snv,Combined,G9,G8,1,0.00125,0.025,1,True
SNV | Combined,SNV,snv,Combined,G4,G4,97,0.12125,0.6928571428571428,7,False
SNV | Combined,SNV,snv,Combined,G6,G6,84,0.105,0.525,7,False
SNV | Combined,SNV,snv,Combined,G2,G2,19,0.02375,0.19,4,False
SNV | Combined,SNV,snv,Combined,G9,G9,19,0.02375,0.475,2,False
SNV | Combined,SNV,snv,Combined,G7,G7,13,0.01625,0.325,2,False
SNV | Combined,SNV,snv,Combined,G3,G3,5,0.00625,0.0625,2,False
SNV | Combined,SNV,snv,Combined,G5,G5,1,0.00125,0.0125,1,False
