Scenario,Preprocessing,PreprocessingCode,Modality,SampleId,ActualGroup,MostFrequentPredictedGroup,PredictionCount,CorrectRate,Stability,MeanDecisionMargin,MedianDecisionMargin,MajorityPredictionCorrect,RobustnessStatus
SNV | 250 nm,SNV,snv,250 nm,28,G6,G6,20,0.4,0.4,0.15645581205555303,0.11542592906967666,True,MOSTLY CORRECT / MIXED
SNV | 250 nm,SNV,snv,250 nm,30,G6,G6,20,0.8,0.8,0.2693353172103801,0.18194266770747985,True,STABLE CORRECT
SNV | 250 nm,SNV,snv,250 nm,31,G6,G4,20,0.0,0.95,0.4183780274034623,0.41658476069341616,False,STABLE INCORRECT
SNV | 250 nm,SNV,snv,250 nm,32,G6,G6,20,0.5,0.5,0.11543540445368838,0.11777005342229485,True,MOSTLY CORRECT / MIXED
SNV | 250 nm,SNV,snv,250 nm,33,G6,G6,20,0.65,0.65,0.17435114056864814,0.08883760941484102,True,MOSTLY CORRECT / MIXED
SNV | 250 nm,SNV,snv,250 nm,34,G7,G6,20,0.0,0.75,0.1570344475207354,0.12351123082877427,False,STABLE INCORRECT
SNV | 250 nm,SNV,snv,250 nm,36,G7,G6,20,0.0,0.85,0.14446326822096184,0.15174931429109073,False,STABLE INCORRECT
SNV | 250 nm,SNV,snv,250 nm,37,G8,G6,20,0.0,0.75,0.12782584884137416,0.10845197629716843,False,STABLE INCORRECT
SNV | 250 nm,SNV,snv,250 nm,38,G8,G4,20,0.0,0.85,0.23190354086650697,0.21409216530000014,False,STABLE INCORRECT
SNV | 250 nm,SNV,snv,250 nm,39,G9,G4,20,0.0,0.45,0.09982860896049939,0.05480085610170239,False,MIXED / UNSTABLE
SNV | 250 nm,SNV,snv,250 nm,40,G9,G6,20,0.0,0.6,0.16029434162516332,0.11672467205424836,False,MIXED / UNSTABLE
SNV | 250 nm,SNV,snv,250 nm,41,G10,G2,20,0.0,0.6,0.1522622926360796,0.10460406845018375,False,MIXED / UNSTABLE
SNV | 250 nm,SNV,snv,250 nm,42,G10,G2,20,0.0,0.65,0.14622731675274295,0.11875827316265826,False,MIXED / UNSTABLE
SNV | 250 nm,SNV,snv,250 nm,43,G11,G2,20,0.1,0.55,0.14710778118033022,0.1364618701995928,False,MIXED / UNSTABLE
SNV | 250 nm,SNV,snv,250 nm,44,G11,G2,20,0.5,0.5,0.07572928853191127,0.08610052468995297,False,MIXED / UNSTABLE
SNV | 308 nm,SNV,snv,308 nm,1,G1,G9,20,0.0,0.35,0.04093627271133649,0.03235073437719374,False,MIXED / UNSTABLE
SNV | 308 nm,SNV,snv,308 nm,3,G1,G4,20,0.0,0.95,0.32718379542444276,0.35787660805552424,False,STABLE INCORRECT
SNV | 308 nm,SNV,snv,308 nm,4,G2,G7,20,0.0,0.55,0.09067669319790246,0.06745901617491834,False,MIXED / UNSTABLE
SNV | 308 nm,SNV,snv,308 nm,5,G2,G4,20,0.4,0.5,0.06988283241258708,0.05731862886887115,False,MIXED / UNSTABLE
SNV | 308 nm,SNV,snv,308 nm,6,G2,G2,20,0.65,0.65,0.10154541437170916,0.07010336792591328,True,MOSTLY CORRECT / MIXED
SNV | 308 nm,SNV,snv,308 nm,7,G2,G3,20,0.25,0.25,0.13048101984875426,0.10324380184601031,False,MIXED / UNSTABLE
SNV | 308 nm,SNV,snv,308 nm,8,G2,G6,20,0.05,0.7,0.1652125185468451,0.16004102120360364,False,MIXED / UNSTABLE
SNV | 308 nm,SNV,snv,308 nm,9,G3,G3,20,0.3,0.3,0.11282558048622619,0.0701732874848396,True,MOSTLY CORRECT / MIXED
SNV | 308 nm,SNV,snv,308 nm,10,G3,G5,20,0.15,0.45,0.21433045416803523,0.15726999737682718,False,MIXED / UNSTABLE
SNV | 308 nm,SNV,snv,308 nm,11,G3,G4,20,0.0,0.65,0.11932925074784273,0.09191109573941751,False,MIXED / UNSTABLE
SNV | 308 nm,SNV,snv,308 nm,12,G3,G2,20,0.0,0.5,0.08085571866303502,0.09529722916706994,False,MIXED / UNSTABLE
SNV | 308 nm,SNV,snv,308 nm,13,G4,G3,20,0.0,0.4,0.14191214866050567,0.1031523745876319,False,MIXED / UNSTABLE
SNV | 308 nm,SNV,snv,308 nm,14,G4,G4,20,0.55,0.55,0.16296723221776616,0.14515556243875313,True,MOSTLY CORRECT / MIXED
SNV | 308 nm,SNV,snv,308 nm,15,G4,G4,20,0.95,0.95,0.19341720523292424,0.19095134585282697,True,STABLE CORRECT
SNV | 308 nm,SNV,snv,308 nm,16,G4,G4,20,1.0,1.0,0.20858608859949226,0.15847556886600295,True,STABLE CORRECT
SNV | 308 nm,SNV,snv,308 nm,17,G4,G4,20,0.6,0.6,0.07280790969151035,0.03858197948788174,True,MOSTLY CORRECT / MIXED
SNV | 308 nm,SNV,snv,308 nm,18,G4,G2,20,0.25,0.35,0.10691556192880651,0.08598208952973577,False,MIXED / UNSTABLE
SNV | 308 nm,SNV,snv,308 nm,19,G4,G4,20,0.7,0.7,0.13189852047040831,0.10261908770553681,True,MOSTLY CORRECT / MIXED
SNV | 308 nm,SNV,snv,308 nm,20,G5,G3,20,0.0,0.6,0.2754562148103308,0.23675317928117023,False,MIXED / UNSTABLE
SNV | 308 nm,SNV,snv,308 nm,21,G5,G4,20,0.0,0.75,0.1691216790137372,0.1544246652353421,False,STABLE INCORRECT
SNV | 308 nm,SNV,snv,308 nm,22,G5,G4,20,0.0,0.45,0.09899396614967133,0.08578412654993565,False,MIXED / UNSTABLE
SNV | 308 nm,SNV,snv,308 nm,23,G5,G2,20,0.0,0.65,0.08136305509753322,0.08475487352777421,False,MIXED / UNSTABLE
SNV | 308 nm,SNV,snv,308 nm,24,G6,G6,20,0.4,0.4,0.15989377981986175,0.14179815901000814,True,MOSTLY CORRECT / MIXED
SNV | 308 nm,SNV,snv,308 nm,26,G6,G4,20,0.0,0.85,0.37553297573113464,0.35654241602343173,False,STABLE INCORRECT
SNV | 308 nm,SNV,snv,308 nm,27,G6,G4,20,0.0,0.75,0.4166709611052822,0.4204545970124809,False,STABLE INCORRECT
SNV | 308 nm,SNV,snv,308 nm,28,G6,G6,20,0.65,0.65,0.28932829307216734,0.26859373067531767,True,MOSTLY CORRECT / MIXED
SNV | 308 nm,SNV,snv,308 nm,30,G6,G6,20,0.45,0.45,0.14239446663844996,0.13418739093240623,True,MOSTLY CORRECT / MIXED
SNV | 308 nm,SNV,snv,308 nm,31,G6,G4,20,0.15,0.8,0.17784358266664374,0.18176658041024457,False,STABLE INCORRECT
SNV | 308 nm,SNV,snv,308 nm,32,G6,G2,20,0.4,0.45,0.1137124032947173,0.11976811803113892,False,MIXED / UNSTABLE
SNV | 308 nm,SNV,snv,308 nm,33,G6,G6,20,0.5,0.5,0.09323663441443247,0.07617687643801954,True,MOSTLY CORRECT / MIXED
SNV | 308 nm,SNV,snv,308 nm,34,G7,G7,20,0.9,0.9,0.06194344127800124,0.056201309755949336,True,STABLE CORRECT
SNV | 308 nm,SNV,snv,308 nm,36,G7,G9,20,0.3,0.45,0.043222586146865825,0.0376338011490831,False,MIXED / UNSTABLE
SNV | 308 nm,SNV,snv,308 nm,37,G8,G7,20,0.0,0.45,0.06757652539952608,0.062339798590490686,False,MIXED / UNSTABLE
SNV | 308 nm,SNV,snv,308 nm,38,G8,G4,20,0.0,0.9,0.5079666990197573,0.5318225477901791,False,STABLE INCORRECT
SNV | 308 nm,SNV,snv,308 nm,39,G9,G9,20,0.8,0.8,0.13804828456196663,0.07765919004666097,True,STABLE CORRECT
SNV | 308 nm,SNV,snv,308 nm,40,G9,G9,20,0.85,0.85,0.15068670164358022,0.064884414085366,True,STABLE CORRECT
SNV | 308 nm,SNV,snv,308 nm,41,G10,G4,20,0.0,0.6,0.09352539403121789,0.08437237570337265,False,MIXED / UNSTABLE
SNV | 308 nm,SNV,snv,308 nm,42,G10,G2,20,0.0,0.55,0.07228319612173571,0.06829016295064713,False,MIXED / UNSTABLE
SNV | 308 nm,SNV,snv,308 nm,43,G11,G2,20,0.0,0.8,0.11165131105947657,0.10073165160356622,False,STABLE INCORRECT
SNV | 308 nm,SNV,snv,308 nm,44,G11,G2,20,0.0,0.6,0.06708074937687396,0.05700540841270767,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,1,G1,G6,20,0.0,0.45,0.15355223503362303,0.14926848754851468,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,3,G1,G4,20,0.0,0.75,0.30786337669436065,0.2209820575446012,False,STABLE INCORRECT
SNV | 440 nm,SNV,snv,440 nm,4,G2,G6,20,0.0,0.65,0.1547066046385487,0.15181177547805735,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,5,G2,G4,20,0.1,0.75,0.17477448178245192,0.18167082146964536,False,STABLE INCORRECT
SNV | 440 nm,SNV,snv,440 nm,6,G2,G4,20,0.35,0.55,0.09145164774893293,0.05897067058067755,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,7,G2,G4,20,0.2,0.8,0.10828278082159523,0.094626473253863,False,STABLE INCORRECT
SNV | 440 nm,SNV,snv,440 nm,8,G2,G6,20,0.0,0.7,0.24725028250824038,0.1336664206214115,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,9,G3,G6,20,0.0,0.8,0.3732433382821529,0.33487615401711013,False,STABLE INCORRECT
SNV | 440 nm,SNV,snv,440 nm,10,G3,G6,20,0.0,0.55,0.12815090749069785,0.09748068840643041,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,11,G3,G4,20,0.0,0.45,0.0787941620244292,0.06850269874960414,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,12,G3,G6,20,0.0,0.45,0.14433687324531128,0.09938529391405435,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,13,G4,G9,20,0.1,0.3,0.12583832388321192,0.10318283590868474,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,14,G4,G6,20,0.1,0.55,0.17606439701439014,0.14143140179086694,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,15,G4,G4,20,0.85,0.85,0.1391573360559975,0.12376443370636703,True,STABLE CORRECT
SNV | 440 nm,SNV,snv,440 nm,16,G4,G4,20,0.6,0.6,0.12830535409644245,0.07685496222983312,True,MOSTLY CORRECT / MIXED
SNV | 440 nm,SNV,snv,440 nm,17,G4,G2,20,0.2,0.5,0.061741513459809605,0.05656346688216776,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,18,G4,G8,20,0.05,0.8,0.6437296688242651,0.6379114713741569,False,STABLE INCORRECT
SNV | 440 nm,SNV,snv,440 nm,19,G4,G4,20,0.4,0.4,0.07120293758800036,0.06032961523102204,True,MOSTLY CORRECT / MIXED
SNV | 440 nm,SNV,snv,440 nm,20,G5,G6,20,0.0,0.9,0.3600534866229669,0.38751413155258363,False,STABLE INCORRECT
SNV | 440 nm,SNV,snv,440 nm,21,G5,G4,20,0.0,0.8,0.514452017695911,0.4890190747147103,False,STABLE INCORRECT
SNV | 440 nm,SNV,snv,440 nm,22,G5,G4,20,0.05,0.45,0.1582551880877781,0.1474449585812601,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,23,G5,G6,20,0.0,0.45,0.11145097855577016,0.1044817063290792,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,24,G6,G6,20,0.85,0.85,0.6703328982057501,0.6952858143037991,True,STABLE CORRECT
SNV | 440 nm,SNV,snv,440 nm,26,G6,G4,20,0.15,0.5,0.09313931747848109,0.07898733079444388,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,27,G6,G6,20,0.8,0.8,0.16375374884003502,0.14206195429668336,True,STABLE CORRECT
SNV | 440 nm,SNV,snv,440 nm,28,G6,G6,20,0.6,0.6,0.18699240695531377,0.17424528191821778,True,MOSTLY CORRECT / MIXED
SNV | 440 nm,SNV,snv,440 nm,30,G6,G6,20,0.8,0.8,0.20910701590206612,0.1454160058912357,True,STABLE CORRECT
SNV | 440 nm,SNV,snv,440 nm,31,G6,G4,20,0.1,0.45,0.08291105798984247,0.06798936008258924,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,32,G6,G6,20,0.5,0.5,0.1551179715332505,0.13664593602186734,True,MOSTLY CORRECT / MIXED
SNV | 440 nm,SNV,snv,440 nm,33,G6,G6,20,0.7,0.7,0.1629781423541372,0.15699448807507535,True,MOSTLY CORRECT / MIXED
SNV | 440 nm,SNV,snv,440 nm,34,G7,G6,20,0.05,0.4,0.09181944056652286,0.07267256985822426,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,36,G7,G6,20,0.0,0.5,0.13289380509365048,0.11542849278416845,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,37,G8,G6,20,0.0,0.7,0.18082013204526676,0.1876478215448683,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,38,G8,G4,20,0.0,0.85,0.6078692297265155,0.5538464606104535,False,STABLE INCORRECT
SNV | 440 nm,SNV,snv,440 nm,39,G9,G9,20,0.25,0.25,0.07830962526908988,0.04477362932672192,True,MOSTLY CORRECT / MIXED
SNV | 440 nm,SNV,snv,440 nm,40,G9,G1,20,0.15,0.45,0.06210995052903937,0.05609148200552831,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,41,G10,G4,20,0.0,0.8,0.1718450851866983,0.13023999896726532,False,STABLE INCORRECT
SNV | 440 nm,SNV,snv,440 nm,42,G10,G6,20,0.0,0.65,0.05952290418722186,0.04650761029456746,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,43,G11,G4,20,0.0,0.4,0.1287463536958739,0.13173688201766032,False,MIXED / UNSTABLE
SNV | 440 nm,SNV,snv,440 nm,44,G11,G2,20,0.0,0.45,0.07557002986273371,0.07742087916361971,False,MIXED / UNSTABLE
SNV | Combined,SNV,snv,Combined,1,G1,G9,20,0.0,0.45,0.037556142987597615,0.025832375591899076,False,MIXED / UNSTABLE
SNV | Combined,SNV,snv,Combined,3,G1,G4,20,0.0,0.95,0.476915121375757,0.445013080985968,False,STABLE INCORRECT
SNV | Combined,SNV,snv,Combined,4,G2,G7,20,0.0,0.5,0.02990843261900389,0.02248994500037399,False,MIXED / UNSTABLE
SNV | Combined,SNV,snv,Combined,5,G2,G4,20,0.1,0.6,0.10076257667227742,0.09391736190389259,False,MIXED / UNSTABLE
SNV | Combined,SNV,snv,Combined,6,G2,G2,20,0.55,0.55,0.1269081888816986,0.11948031722627073,True,MOSTLY CORRECT / MIXED
SNV | Combined,SNV,snv,Combined,7,G2,G5,20,0.25,0.35,0.10123114438989449,0.0792783845645218,False,MIXED / UNSTABLE
SNV | Combined,SNV,snv,Combined,8,G2,G6,20,0.05,0.9,0.3863681615276732,0.40565770041634286,False,STABLE INCORRECT
SNV | Combined,SNV,snv,Combined,9,G3,G6,20,0.15,0.45,0.17333482124548333,0.08564243752002951,False,MIXED / UNSTABLE
SNV | Combined,SNV,snv,Combined,10,G3,G5,20,0.1,0.6,0.17446244370498498,0.18928254318264126,False,MIXED / UNSTABLE
SNV | Combined,SNV,snv,Combined,11,G3,G4,20,0.0,0.9,0.21902637451382004,0.18707720872479036,False,STABLE INCORRECT
SNV | Combined,SNV,snv,Combined,12,G3,G6,20,0.0,0.6,0.1338061691192345,0.10075972465962835,False,MIXED / UNSTABLE
SNV | Combined,SNV,snv,Combined,13,G4,G3,20,0.2,0.3,0.14947112899414164,0.07853765737823229,False,MIXED / UNSTABLE
SNV | Combined,SNV,snv,Combined,14,G4,G4,20,0.45,0.45,0.17181327326897097,0.15976976802979367,True,MOSTLY CORRECT / MIXED
SNV | Combined,SNV,snv,Combined,15,G4,G4,20,1.0,1.0,0.3519853577064907,0.3541435552625981,True,STABLE CORRECT
SNV | Combined,SNV,snv,Combined,16,G4,G4,20,0.95,0.95,0.3451060184874696,0.2917366198139878,True,STABLE CORRECT
SNV | Combined,SNV,snv,Combined,17,G4,G4,20,0.85,0.85,0.18485958389609675,0.16461675879068952,True,STABLE CORRECT
SNV | Combined,SNV,snv,Combined,18,G4,G4,20,0.6,0.6,0.25127151615929655,0.24068386877422682,True,MOSTLY CORRECT / MIXED
SNV | Combined,SNV,snv,Combined,19,G4,G4,20,0.8,0.8,0.17835984638044888,0.15744566688282188,True,STABLE CORRECT
SNV | Combined,SNV,snv,Combined,20,G5,G3,20,0.0,0.6,0.19949035163436551,0.12406381098781807,False,MIXED / UNSTABLE
SNV | Combined,SNV,snv,Combined,21,G5,G4,20,0.0,0.95,0.35855424274393,0.3418158172047585,False,STABLE INCORRECT
SNV | Combined,SNV,snv,Combined,22,G5,G4,20,0.05,0.5,0.10920342002034762,0.0715276315888044,False,MIXED / UNSTABLE
SNV | Combined,SNV,snv,Combined,23,G5,G2,20,0.0,0.6,0.10361064556859523,0.09284695005719816,False,MIXED / UNSTABLE
SNV | Combined,SNV,snv,Combined,24,G6,G6,20,0.8,0.8,0.28158837412412446,0.350138981083711,True,STABLE CORRECT
SNV | Combined,SNV,snv,Combined,26,G6,G4,20,0.05,0.45,0.11566564580466947,0.10903513771192411,False,MIXED / UNSTABLE
SNV | Combined,SNV,snv,Combined,27,G6,G6,20,0.8,0.8,0.27027211171660964,0.19150346619687464,True,STABLE CORRECT
SNV | Combined,SNV,snv,Combined,28,G6,G6,20,0.7,0.7,0.22796601410599568,0.17806419501042214,True,MOSTLY CORRECT / MIXED
SNV | Combined,SNV,snv,Combined,30,G6,G6,20,0.75,0.75,0.3224901699578909,0.3276712925844356,True,STABLE CORRECT
SNV | Combined,SNV,snv,Combined,31,G6,G4,20,0.0,0.8,0.18233003051798785,0.21998465697754274,False,STABLE INCORRECT
SNV | Combined,SNV,snv,Combined,32,G6,G2,20,0.45,0.5,0.14919562962296484,0.11399394829968451,False,MIXED / UNSTABLE
SNV | Combined,SNV,snv,Combined,33,G6,G6,20,0.65,0.65,0.16741589559907907,0.1131339597287366,True,MOSTLY CORRECT / MIXED
SNV | Combined,SNV,snv,Combined,34,G7,G7,20,0.6,0.6,0.028395413768127303,0.020978899001658557,True,MOSTLY CORRECT / MIXED
SNV | Combined,SNV,snv,Combined,36,G7,G9,20,0.05,0.8,0.035152600131727864,0.039164159442826585,False,STABLE INCORRECT
SNV | Combined,SNV,snv,Combined,37,G8,G9,20,0.0,0.4,0.018261658888605876,0.011889456048104666,False,MIXED / UNSTABLE
SNV | Combined,SNV,snv,Combined,38,G8,G4,20,0.0,0.85,0.2732625049873395,0.3075525914085064,False,STABLE INCORRECT
SNV | Combined,SNV,snv,Combined,39,G9,G9,20,0.55,0.55,0.01877103879623642,0.014046983221504189,True,MOSTLY CORRECT / MIXED
SNV | Combined,SNV,snv,Combined,40,G9,G9,20,0.4,0.4,0.02320491306206424,0.017828244942631633,True,MOSTLY CORRECT / MIXED
SNV | Combined,SNV,snv,Combined,41,G10,G4,20,0.0,0.5,0.10842685378817592,0.0971866503200563,False,MIXED / UNSTABLE
SNV | Combined,SNV,snv,Combined,42,G10,G6,20,0.0,0.55,0.09971856084882813,0.07822841375446729,False,MIXED / UNSTABLE
SNV | Combined,SNV,snv,Combined,43,G11,G4,20,0.0,0.6,0.11430314951189555,0.11521024349645341,False,MIXED / UNSTABLE
SNV | Combined,SNV,snv,Combined,44,G11,G2,20,0.0,0.6,0.05552909702465607,0.03327194270685731,False,MIXED / UNSTABLE
