Scenario,Preprocessing,PreprocessingCode,Modality,ActualGroup,PredictedGroup,ConfusionCount,ActualGroupTotal,WithinActualRate,IsCorrect
SNV | 440 nm,SNV,snv,440 nm,G9,G3,1,40,0.025,False
SNV | Combined,SNV,snv,Combined,G1,G4,23,40,0.575,False
SNV | Combined,SNV,snv,Combined,G1,G9,9,40,0.225,False
SNV | Combined,SNV,snv,Combined,G1,G6,4,40,0.1,False
SNV | Combined,SNV,snv,Combined,G1,G7,3,40,0.075,False
SNV | Combined,SNV,snv,Combined,G1,G5,1,40,0.025,False
SNV | Combined,SNV,snv,Combined,G10,G2,15,40,0.375,False
SNV | Combined,SNV,snv,Combined,G10,G6,15,40,0.375,False
SNV | Combined,SNV,snv,Combined,G10,G4,10,40,0.25,False
SNV | Combined,SNV,snv,Combined,G11,G2,19,40,0.475,False
SNV | Combined,SNV,snv,Combined,G11,G4,13,40,0.325,False
SNV | Combined,SNV,snv,Combined,G11,G6,4,40,0.1,False
SNV | Combined,SNV,snv,Combined,G11,G3,2,40,0.05,False
SNV | Combined,SNV,snv,Combined,G11,G5,2,40,0.05,False
SNV | Combined,SNV,snv,Combined,G2,G6,31,100,0.31,False
SNV | Combined,SNV,snv,Combined,G2,G2,19,100,0.19,True
SNV | Combined,SNV,snv,Combined,G2,G4,13,100,0.13,False
SNV | Combined,SNV,snv,Combined,G2,G3,10,100,0.1,False
SNV | Combined,SNV,snv,Combined,G2,G5,10,100,0.1,False
SNV | Combined,SNV,snv,Combined,G2,G7,10,100,0.1,False
SNV | Combined,SNV,snv,Combined,G2,G9,4,100,0.04,False
SNV | Combined,SNV,snv,Combined,G2,G11,2,100,0.02,False
SNV | Combined,SNV,snv,Combined,G2,G1,1,100,0.01,False
SNV | Combined,SNV,snv,Combined,G3,G6,24,80,0.3,False
SNV | Combined,SNV,snv,Combined,G3,G4,19,80,0.2375,False
SNV | Combined,SNV,snv,Combined,G3,G5,17,80,0.2125,False
SNV | Combined,SNV,snv,Combined,G3,G2,15,80,0.1875,False
SNV | Combined,SNV,snv,Combined,G3,G3,5,80,0.0625,True
SNV | Combined,SNV,snv,Combined,G4,G4,97,140,0.6928571428571428,True
SNV | Combined,SNV,snv,Combined,G4,G6,26,140,0.18571428571428572,False
SNV | Combined,SNV,snv,Combined,G4,G3,6,140,0.04285714285714286,False
SNV | Combined,SNV,snv,Combined,G4,G5,6,140,0.04285714285714286,False
SNV | Combined,SNV,snv,Combined,G4,G2,3,140,0.02142857142857143,False
SNV | Combined,SNV,snv,Combined,G4,G8,1,140,0.007142857142857143,False
SNV | Combined,SNV,snv,Combined,G4,G9,1,140,0.007142857142857143,False
SNV | Combined,SNV,snv,Combined,G5,G4,30,80,0.375,False
SNV | Combined,SNV,snv,Combined,G5,G2,19,80,0.2375,False
SNV | Combined,SNV,snv,Combined,G5,G6,17,80,0.2125,False
SNV | Combined,SNV,snv,Combined,G5,G3,13,80,0.1625,False
SNV | Combined,SNV,snv,Combined,G5,G5,1,80,0.0125,True
SNV | Combined,SNV,snv,Combined,G6,G6,84,160,0.525,True
SNV | Combined,SNV,snv,Combined,G6,G4,30,160,0.1875,False
SNV | Combined,SNV,snv,Combined,G6,G2,23,160,0.14375,False
SNV | Combined,SNV,snv,Combined,G6,G3,11,160,0.06875,False
SNV | Combined,SNV,snv,Combined,G6,G5,10,160,0.0625,False
SNV | Combined,SNV,snv,Combined,G6,G1,1,160,0.00625,False
SNV | Combined,SNV,snv,Combined,G6,G9,1,160,0.00625,False
SNV | Combined,SNV,snv,Combined,G7,G9,16,40,0.4,False
SNV | Combined,SNV,snv,Combined,G7,G7,13,40,0.325,True
SNV | Combined,SNV,snv,Combined,G7,G2,5,40,0.125,False
SNV | Combined,SNV,snv,Combined,G7,G6,5,40,0.125,False
SNV | Combined,SNV,snv,Combined,G7,G1,1,40,0.025,False
SNV | Combined,SNV,snv,Combined,G8,G4,17,40,0.425,False
SNV | Combined,SNV,snv,Combined,G8,G9,8,40,0.2,False
SNV | Combined,SNV,snv,Combined,G8,G6,7,40,0.175,False
SNV | Combined,SNV,snv,Combined,G8,G7,6,40,0.15,False
SNV | Combined,SNV,snv,Combined,G8,G1,2,40,0.05,False
SNV | Combined,SNV,snv,Combined,G9,G9,19,40,0.475,True
SNV | Combined,SNV,snv,Combined,G9,G7,10,40,0.25,False
SNV | Combined,SNV,snv,Combined,G9,G1,5,40,0.125,False
SNV | Combined,SNV,snv,Combined,G9,G2,3,40,0.075,False
SNV | Combined,SNV,snv,Combined,G9,G4,1,40,0.025,False
SNV | Combined,SNV,snv,Combined,G9,G5,1,40,0.025,False
SNV | Combined,SNV,snv,Combined,G9,G8,1,40,0.025,False
