ppm,global_mean,global_std
5.91696,17.12259577777778,57.58509083026522
5.91796,15.56721737037037,50.068238467473265
5.91896,14.169326259259261,43.07860955042824
5.91996,13.075839329629629,37.2354864320685
5.92096,12.017004592592592,32.24033130617767
5.92196,11.174459814814814,28.394882132305426
5.92296,10.498476481481479,25.21423444664637
5.92396,9.948729000000002,22.61005228144208
5.92496,9.44649325925926,20.492816078951968
5.92596,8.951196999999999,18.701402784819084
5.92696,8.587581777777778,17.253031580409765
5.92796,8.270704925925926,16.25353493492079
5.92896,8.014414444444444,15.455581227248517
5.92996,7.861992592592593,14.86737458601415
5.93096,7.787442777777779,14.7337666717281
5.93196,7.69489325925926,14.54259772103143
5.93296,7.65729340740741,14.51396744683705
5.93396,7.634672222222222,14.653962881263105
5.93496,7.6225147407407405,14.707963716686455
5.93596,7.66548237037037,14.914245111482755
5.93696,7.72373337037037,15.239591811209777
5.93796,7.733871666666666,15.559469961798689
5.93896,7.816528762962964,15.905466930485986
5.93996,7.8476536259259255,16.278405964264866
5.94096,7.936803814814816,16.656600587858645
5.94196,8.045175314814815,17.09636226195646
5.94296,8.092087333333332,17.546031667668682
5.94396,8.224515777777778,18.055582852132655
5.94496,8.456031555555555,18.68589642092992
5.94596,8.702010962962962,19.367371161326247
5.94696,8.91199522222222,20.03214849740081
5.94796,9.181590703703703,20.82423965497632
5.94896,9.58034585185185,21.778975310372413
5.94996,10.038564814814814,23.020211756078073
5.95096,10.604396133703704,24.468530155569457
5.95196,11.209504022222223,26.38033259025804
5.95296,12.16317999259259,29.1945401520457
5.95396,13.230511093333334,32.89293050071363
5.95496,14.555345087037038,37.67504104440608
5.95596,16.051467874074074,43.30856761202022
5.95696,17.363409851851852,48.560467063712586
5.95796,18.28944562962963,52.234912931881745
5.95896,18.52137425925926,52.905526567064186
5.95996,18.113568666666666,51.08823550830063
5.96096,17.33872522222222,47.895984148072344
5.96196,16.570201444444447,45.0234636611048
5.96296,15.999058518518519,42.9364106584777
5.96396,15.458058074074074,41.65249517486044
5.96496,15.136032333333334,41.32309028934196
5.96596,15.034054703703704,41.61171162741901
5.96696,15.0196516,42.45281474041614
5.96796,15.162623962962963,43.55831806737606
5.96896,15.27604774814815,44.83979403243946
5.96996,15.323447703703701,46.11969417221402
5.97096,15.427432185185184,47.56458218600157
5.97196,15.584426629629629,48.936925816319565
5.97296,15.799814629629626,50.60081127763954
5.97396,16.130060999999998,52.35679746821146
5.97496,16.452576740740742,54.289195222717574
5.97596,16.723023925925926,56.12008762457699
5.97696,17.00290966666667,58.1965745871494
5.97796,17.35399137037037,60.21045228088644
5.97896,17.831802333333336,62.265893746833804
5.97996,18.282352185185182,64.51203643328493
5.98096,18.818300133333334,66.60815436011413
5.98196,19.517808333333328,68.81697063575292
5.98296,20.37073218518518,71.26376625429404
5.98396,21.284605692592596,73.77962154484523
5.98496,22.46472403703704,76.65385408496094
5.98596,23.843412370370373,79.83047453053403
5.98696,25.303435629629625,83.44985778231418
5.98796,26.85249159259259,87.54982138576254
5.98896,28.143086414814814,91.12800378196785
5.98996,28.918337925925925,93.63297298072776
5.99096,29.03973243333334,94.29209599761133
5.99196,28.54753322222222,93.42652200918613
5.99296,27.653133955555557,91.90595775480803
5.99396,26.71201598148148,90.5143290977999
5.99496,25.87724437037037,89.59601239952866
5.99596,25.236470922222225,88.94771875237055
5.99696,24.735421385185187,88.71930585990778
5.99796,24.330452177777776,88.60928582550486
5.99896,24.012411999999998,88.59029193389881
5.99996,23.85378603703704,88.51964545919891
